X,Y,Z
-35, -19, 127
-35, -18, 127
-34, -17, 126
-33, -17, 125
-33, -16, 124
-32, -16, 124
-32, -15, 123
-31, -15, 122
-30, -15, 121
-30, -14, 120
-29, -14, 119
-28, -14, 119
-28, -13, 118
-27, -13, 117
-27, -13, 116
-26, -13, 115
-26, -13, 114
-25, -13, 113
-25, -13, 112
-24, -12, 111
-24, -12, 111
-23, -12, 110
-23, -12, 109
-22, -12, 108
-22, -12, 107
-22, -12, 106
-21, -13, 105
-21, -13, 104
-21, -13, 104
-20, -13, 103
-20, -13, 102
-20, -13, 101
-20, -13, 100
-19, -13, 99
-19, -14, 99
-19, -14, 98
-19, -14, 97
-18, -14, 96
-18, -14, 96
-18, -15, 95
-18, -15, 94
-18, -15, 93
-18, -15, 93
-18, -16, 92
-18, -16, 91
-18, -16, 90
-17, -16, 90
-17, -17, 89
-17, -17, 88
-17, -17, 88
-17, -18, 87
-17, -18, 86
-17, -18, 86
-17, -19, 85
-17, -19, 85
-18, -19, 84
-18, -20, 84
-18, -20, 83
-18, -21, 82
-18, -21, 82
-18, -21, 81
-18, -22, 81
-18, -22, 80
-18, -23, 80
-19, -23, 79
-19, -24, 79
-19, -24, 79
-19, -25, 78
-19, -25, 78
-20, -26, 78
-20, -26, 77
-20, -27, 77
-20, -27, 77
-21, -28, 76
-21, -29, 76
-21, -29, 76
-22, -30, 76
-22, -30, 75
-22, -31, 75
-23, -32, 75
-23, -32, 75
-23, -33, 75
-24, -34, 75
-24, -34, 75
-24, -35, 75
-25, -36, 75
-25, -37, 75
-26, -37, 75
-26, -38, 75
-27, -39, 75
-27, -40, 75
-28, -40, 76
-28, -41, 76
-29, -42, 76
-29, -43, 77
-30, -44, 77
-30, -44, 77
-31, -45, 78
-31, -46, 78
-32, -47, 79
-33, -48, 79
-33, -49, 80
-34, -49, 81
-34, -50, 82
-35, -51, 82
-36, -52, 83
-36, -53, 84
-37, -53, 85
-37, -54, 86
-38, -55, 87
-39, -55, 88
-39, -56, 89
-40, -57, 90
-41, -57, 92
-41, -58, 93
-42, -58, 94
-43, -59, 96
-43, -59, 97
-44, -60, 98
-45, -60, 100
-45, -60, 101
-46, -60, 103
-46, -61, 105
-47, -61, 106
-47, -61, 108
-48, -61, 109
-48, -60, 111
-49, -60, 113
-49, -60, 114
-50, -60, 116
-50, -59, 118
-50, -59, 119
-51, -58, 121
-51, -57, 122
-51, -57, 124
-52, -56, 125
-52, -55, 127
-52, -54, 128
-52, -53, 130
-52, -52, 131
-52, -51, 132
-52, -49, 133
-52, -48, 134
-52, -47, 135
-51, -45, 136
-51, -44, 137
-51, -43, 138
-51, -41, 138
-50, -40, 139
-50, -38, 139
-49, -37, 140
-49, -35, 140
-48, -34, 140
-48, -32, 140
-47, -31, 140
-47, -29, 140
-46, -28, 140
-45, -27, 140
-44, -25, 139
-44, -24, 139
-43, -23, 138
-42, -22, 138
-41, -20, 137
-41, -19, 137
-40, -18, 136
-39, -17, 135
-38, -16, 134
-37, -15, 134
-36, -15, 133
-35, -14, 132
-35, -13, 131
-34, -12, 130
-33, -12, 129
-32, -11, 128
-31, -10, 127
-30, -10, 126
-30, -10, 125
-29, -9, 124
-28, -9, 123
-27, -8, 122
-27, -8, 121
-26, -8, 120
-25, -8, 119
-24, -7, 118
-24, -7, 116
-23, -7, 115
-23, -7, 114
-22, -7, 113
-21, -7, 112
-21, -7, 111
-20, -7, 110
-20, -7, 109
-19, -7, 108
-19, -7, 107
-18, -7, 106
-18, -7, 105
-17, -7, 104
-17, -7, 103
-17, -7, 102
-16, -7, 101
-16, -7, 100
-16, -8, 99
-15, -8, 98
-15, -8, 97
-15, -8, 96
-14, -8, 96
-14, -8, 95
-14, -9, 94
-14, -9, 93
-14, -9, 92
-13, -9, 91
-13, -10, 90
-13, -10, 90
-13, -10, 89
-13, -10, 88
-13, -10, 87
-13, -11, 86
-13, -11, 85
-13, -11, 85
-12, -12, 84
-12, -12, 83
-12, -12, 82
-12, -12, 82
-12, -13, 81
-12, -13, 80
-12, -13, 80
-12, -14, 79
-13, -14, 78
-13, -14, 78
-13, -15, 77
-13, -15, 76
-13, -15, 76
-13, -16, 75
-13, -16, 74
-13, -17, 74
-13, -17, 73
-13, -17, 73
-14, -18, 72
-14, -18, 72
-14, -19, 71
-14, -19, 71
-14, -20, 70
-14, -20, 70
-15, -21, 69
-15, -21, 69
-15, -22, 68
-15, -22, 68
-16, -23, 67
-16, -23, 67
-16, -24, 67
-17, -24, 66
-17, -25, 66
-17, -26, 66
-17, -26, 65
-18, -27, 65
-18, -28, 65
-19, -28, 65
-19, -29, 65
-19, -30, 64
-20, -31, 64
-20, -31, 64
-21, -32, 64
-21, -33, 64
-21, -34, 64
-22, -35, 64
-22, -35, 64
-23, -36, 64
-23, -37, 64
-24, -38, 64
-25, -39, 65
-25, -40, 65
-26, -41, 65
-26, -42, 65
-27, -43, 66
-28, -44, 66
-28, -45, 67
-29, -46, 67
-30, -47, 68
-30, -48, 68
-31, -49, 69
-32, -50, 70
-32, -51, 70
-33, -52, 71
-34, -54, 72
-35, -55, 73
-35, -56, 74
-36, -57, 75
-37, -58, 76
-38, -59, 78
-39, -60, 79
-39, -61, 80
-40, -62, 82
-41, -63, 83
-42, -63, 85
-43, -64, 87
-44, -65, 88
-44, -66, 90
-45, -66, 92
-46, -67, 94
-47, -68, 96
-48, -68, 98
-49, -68, 100
-49, -69, 102
-50, -69, 104
-51, -69, 107
-52, -69, 109
-52, -69, 111
-53, -69, 113
-53, -68, 116
-54, -68, 118
-55, -67, 120
-55, -66, 123
-55, -66, 125
-56, -65, 127
-56, -63, 129
-57, -62, 131
-57, -61, 133
-57, -60, 135
-57, -58, 137
-57, -56, 139
-57, -55, 140
-57, -53, 142
-57, -51, 143
-57, -49, 144
-56, -47, 146
-56, -45, 147
-55, -43, 148
-55, -41, 148
-54, -39, 149
-54, -37, 149
-53, -34, 150
-52, -32, 150
-52, -30, 150
-51, -28, 150
-50, -26, 150
-49, -24, 149
-48, -22, 149
-47, -21, 148
-46, -19, 148
-45, -17, 147
-44, -16, 146
-43, -14, 145
-42, -13, 144
-41, -11, 143
-39, -10, 142
-38, -9, 141
-37, -8, 140
-36, -7, 139
-35, -6, 137
-34, -5, 136
-33, -4, 135
-31, -3, 134
-30, -3, 132
-29, -2, 131
-28, -1, 130
-27, -1, 128
-26, 0, 127
-25, 0, 126
-24, 0, 124
-23, 1, 123
-22, 1, 122
-21, 1, 120
-20, 1, 119
-20, 1, 118
-19, 1, 117
-18, 2, 115
-17, 2, 114
-17, 2, 113
-16, 2, 112
-15, 2, 110
-14, 2, 109
-14, 2, 108
-13, 2, 107
-13, 1, 106
-12, 1, 105
-12, 1, 104
-11, 1, 102
-11, 1, 101
-10, 1, 100
-10, 1, 99
-9, 1, 98
-9, 1, 97
-9, 1, 96
-8, 0, 95
-8, 0, 94
-8, 0, 93
-7, 0, 92
-7, 0, 91
-7, 0, 90
-6, 0, 89
-6, -1, 88
-6, -1, 87
-6, -1, 86
-6, -1, 86
-5, -1, 85
-5, -1, 84
-5, -1, 83
-5, -1, 82
-5, -2, 81
-5, -2, 80
-5, -2, 79
-4, -2, 79
-4, -2, 78
-4, -2, 77
-4, -2, 76
-4, -2, 75
-4, -2, 75
-4, -3, 74
-4, -3, 73
-4, -3, 72
-4, -3, 72
-4, -3, 71
-4, -3, 70
-4, -3, 69
-4, -3, 69
-4, -4, 68
-4, -4, 67
^C
root@de1soclinux:~/lab1_week_2# ^C
root@de1soclinux:~/lab1_week_2# clear
root@de1soclinux:~/lab1_week_2# ./vga
Commands:
-4, 0, 100
 p - play / pause
-4, 0, 98
 s - increase speed
-4, 0, 97
 l - decrease speed
-4, 0, 96
 c - clear screen
-4, 0, 95
 g - set sigma
-4, 0, 94
 b - set beta
-4, 0, 93
 r - set rho
-3, 0, 92
 i - set initial conditions
-3, -1, 91
Enter command: -3, -1, 91
-3, -1, 90
-3, -1, 89
-3, -1, 88
-3, -1, 87
-3, -1, 86
-3, -1, 85
-3, -1, 84
-3, -1, 83
-3, -1, 82
-2, -1, 81
-2, -1, 81
-2, -1, 80
-2, -1, 79
-2, -1, 78
-2, -1, 77
-2, -1, 76
-2, -2, 76
-2, -2, 75
-2, -2, 74
-2, -2, 73
-2, -2, 73
-2, -2, 72
-2, -2, 71
-2, -2, 70
-2, -2, 70
-2, -2, 69
-2, -2, 68
-2, -2, 67
-2, -2, 67
-2, -2, 66
-2, -2, 65
-2, -2, 65
-2, -2, 64
-2, -3, 63
-2, -3, 63
-2, -3, 62
-2, -3, 61
-2, -3, 61
-2, -3, 60
-2, -3, 59
-2, -3, 59
-2, -3, 58
-2, -3, 58
-2, -3, 57
-2, -3, 56
-2, -3, 56
-2, -4, 55
-3, -4, 55
-3, -4, 54
-3, -4, 54
-3, -4, 53
-3, -4, 52
-3, -4, 52
-3, -4, 51
-3, -4, 51
-3, -5, 50
-3, -5, 50
-3, -5, 49
-3, -5, 49
-3, -5, 48
-3, -5, 48
-3, -5, 47
-3, -6, 47
-4, -6, 46
-4, -6, 46
-4, -6, 45
-4, -6, 45
-4, -6, 44
-4, -7, 44
-4, -7, 44
-4, -7, 43
-4, -7, 43
-4, -7, 42
-5, -8, 42
-5, -8, 41
-5, -8, 41
-5, -8, 41
-5, -9, 40
-5, -9, 40
-5, -9, 39
-6, -10, 39
-6, -10, 39
-6, -10, 38
-6, -11, 38
-6, -11, 38
-6, -11, 37
-7, -12, 37
-7, -12, 37
-7, -13, 36
-7, -13, 36
-7, -13, 36
-8, -14, 35
-8, -14, 35
-8, -15, 35
-8, -15, 35
-9, -16, 34
-9, -16, 34
-9, -17, 34
-10, -18, 34
-10, -18, 33
-10, -19, 33
-11, -20, 33
-11, -20, 33
-11, -21, 33
-12, -22, 33
-12, -23, 33
-12, -23, 32
-13, -24, 32
-13, -25, 32
-14, -26, 32
-14, -27, 32
-15, -28, 32
-15, -29, 32
-16, -30, 32
-16, -31, 33
-17, -32, 33
-18, -33, 33
-18, -34, 33
-19, -36, 33
-19, -37, 34
-20, -38, 34
-21, -39, 34
-22, -41, 35
-22, -42, 35
-23, -44, 36
-24, -45, 36
-25, -47, 37
-26, -48, 37
-26, -50, 38
-27, -52, 39
-28, -53, 40
-29, -55, 41
-30, -57, 42
-31, -59, 43
-32, -60, 45
-34, -62, 46
-35, -64, 48
-36, -66, 49
-37, -68, 51
-38, -70, 53
-39, -72, 55
-41, -74, 57
-42, -75, 59
-43, -77, 62
-45, -79, 64
-46, -81, 67
-47, -83, 70
-49, -84, 73
-50, -86, 76
-51, -87, 79
-53, -88, 83
-54, -89, 86
-56, -90, 90
-57, -91, 94
-58, -92, 98
-60, -92, 102
-61, -92, 106
-62, -92, 111
-63, -92, 115
-64, -91, 119
-65, -91, 124
-66, -89, 128
-67, -88, 133
-68, -86, 137
-69, -84, 141
-69, -82, 145
-70, -79, 149
-70, -76, 153
-71, -73, 157
-71, -70, 160
-71, -66, 163
-70, -63, 166
-70, -59, 168
-70, -55, 171
-69, -50, 172
-68, -46, 174
-68, -42, 175
-66, -37, 176
-65, -33, 177
-64, -29, 177
-63, -25, 177
-61, -21, 176
-60, -17, 176
-58, -13, 175
-56, -9, 174
-54, -6, 172
-52, -3, 171
-51, 0, 169
-49, 3, 167
-47, 6, 165
-44, 8, 163
-42, 10, 161
-40, 12, 159
-38, 14, 157
-36, 16, 155
-34, 17, 153
-32, 19, 150
-30, 20, 148
-28, 21, 146
-26, 22, 144
-24, 22, 142
-23, 23, 140
-21, 23, 138
-19, 24, 136
-17, 24, 134
-16, 24, 132
-14, 25, 131
-13, 25, 129
-11, 25, 127
-10, 25, 126
-9, 25, 124
-7, 25, 123
-6, 25, 121
-5, 25, 120
-4, 25, 118
-2, 25, 117
-1, 25, 116
0, 25, 115
1, 25, 113
2, 24, 112
2, 24, 111
3, 24, 110
4, 24, 109
5, 24, 108
6, 24, 107
6, 24, 106
7, 24, 105
8, 24, 104
8, 24, 103
9, 24, 102
10, 24, 102
10, 24, 101
11, 24, 100
11, 24, 99
12, 24, 98
12, 24, 98
13, 24, 97
13, 24, 96
13, 24, 96
14, 24, 95
14, 24, 94
15, 25, 94
15, 25, 93
15, 25, 92
16, 25, 92
16, 25, 91
17, 26, 91
17, 26, 90
17, 26, 90
18, 26, 89
18, 27, 89
18, 27, 88
19, 27, 88
19, 28, 87
19, 28, 87
20, 28, 87
20, 29, 86
20, 29, 86
21, 29, 86
21, 30, 86
21, 30, 85
22, 31, 85
22, 31, 85
22, 32, 85
23, 32, 84
23, 33, 84
24, 33, 84
24, 34, 84
24, 34, 84
25, 35, 84
25, 35, 84
25, 36, 84
26, 36, 84
26, 37, 84
27, 37, 84
27, 38, 84
28, 39, 84
28, 39, 85
28, 40, 85
29, 40, 85
29, 41, 85
30, 42, 86
30, 42, 86
31, 43, 86
31, 43, 87
32, 44, 87
32, 45, 88
33, 45, 88
33, 46, 89
34, 46, 89
34, 47, 90
35, 47, 91
35, 48, 91
36, 48, 92
36, 49, 93
37, 49, 94
37, 50, 94
38, 50, 95
38, 51, 96
39, 51, 97
39, 51, 98
40, 52, 99
40, 52, 100
40, 52, 101
41, 52, 102
41, 53, 103
42, 53, 104
42, 53, 105
43, 53, 107
43, 53, 108
43, 53, 109
44, 53, 110
44, 53, 111
44, 52, 112
45, 52, 113
45, 52, 115
45, 52, 116
46, 51, 117
46, 51, 118
46, 50, 119
46, 50, 120
46, 49, 121
46, 48, 122
46, 48, 123
47, 47, 124
47, 46, 125
47, 45, 126
47, 45, 127
46, 44, 127
46, 43, 128
46, 42, 129
46, 41, 129
46, 40, 130
46, 39, 130
45, 38, 131
45, 37, 131
45, 36, 131
44, 35, 132
44, 34, 132
44, 33, 132
43, 32, 132
43, 31, 132
42, 30, 132
42, 29, 132
41, 28, 132
41, 27, 131
40, 26, 131
40, 25, 131
39, 24, 130
39, 24, 130
38, 23, 130
37, 22, 129
37, 21, 129
36, 21, 128
36, 20, 128
35, 19, 127
34, 19, 126
34, 18, 126
33, 18, 125
33, 17, 124
32, 17, 123
31, 16, 123
31, 16, 122
30, 15, 121
30, 15, 120
29, 15, 120
28, 14, 119
28, 14, 118
27, 14, 117
27, 14, 116
26, 13, 115
26, 13, 115
25, 13, 114
25, 13, 113
24, 13, 112
24, 13, 111
24, 13, 110
23, 13, 110
23, 13, 109
22, 13, 108
22, 13, 107
22, 13, 106
21, 13, 105
21, 13, 105
21, 13, 104
20, 13, 103
20, 13, 102
20, 14, 101
20, 14, 101
19, 14, 100
19, 14, 99
19, 14, 98
19, 14, 98
19, 15, 97
18, 15, 96
18, 15, 95
18, 15, 95
18, 15, 94
18, 16, 93
18, 16, 93
18, 16, 92
18, 17, 91
18, 17, 91
18, 17, 90
18, 17, 89
18, 18, 89
18, 18, 88
18, 18, 87
18, 19, 87
18, 19, 86
18, 20, 86
18, 20, 85
18, 20, 85
18, 21, 84
18, 21, 84
18, 22, 83
18, 22, 83
19, 22, 82
19, 23, 82
19, 23, 81
19, 24, 81
19, 24, 81
19, 25, 80
20, 25, 80
20, 26, 80
20, 26, 79
20, 27, 79
21, 27, 79
21, 28, 78
21, 29, 78
21, 29, 78
22, 30, 78
22, 30, 78
22, 31, 78
23, 32, 77
23, 32, 77
23, 33, 77
24, 34, 77
24, 34, 77
25, 35, 77
25, 36, 77
25, 36, 77
26, 37, 78
26, 38, 78
27, 39, 78
27, 39, 78
28, 40, 78
28, 41, 79
29, 42, 79
29, 42, 79
30, 43, 80
30, 44, 80
31, 45, 81
31, 45, 81
32, 46, 82
32, 47, 82
33, 48, 83
34, 48, 84
34, 49, 85
35, 50, 85
35, 51, 86
36, 51, 87
36, 52, 88
37, 53, 89
38, 53, 90
38, 54, 91
39, 54, 92
39, 55, 93
40, 55, 94
41, 56, 96
41, 56, 97
42, 57, 98
42, 57, 100
43, 57, 101
44, 57, 102
44, 58, 104
45, 58, 105
45, 58, 107
46, 58, 108
46, 58, 110
47, 58, 111
47, 57, 113
47, 57, 114
48, 57, 116
48, 56, 117
48, 56, 119
49, 55, 120
49, 55, 121
49, 54, 123
49, 53, 124
50, 52, 125
50, 51, 127
50, 50, 128
50, 49, 129
50, 48, 130
50, 47, 131
50, 46, 132
49, 45, 133
49, 44, 134
49, 42, 135
49, 41, 135
48, 40, 136
48, 39, 136
48, 37, 137
47, 36, 137
47, 34, 138
46, 33, 138
46, 32, 138
45, 30, 138
45, 29, 138
44, 28, 138
44, 27, 137
43, 25, 137
42, 24, 137
41, 23, 136
41, 22, 136
40, 21, 135
39, 20, 135
39, 19, 134
38, 18, 134
37, 17, 133
36, 16, 132
35, 15, 131
35, 15, 131
34, 14, 130
33, 13, 129
32, 13, 128
32, 12, 127
31, 12, 126
30, 11, 125
29, 11, 124
29, 10, 123
28, 10, 122
27, 9, 121
26, 9, 120
26, 9, 119
25, 9, 118
24, 8, 117
24, 8, 116
23, 8, 115
23, 8, 114
22, 8, 113
22, 8, 112
21, 8, 111
20, 8, 110
20, 8, 109
19, 8, 108
19, 8, 107
19, 8, 106
18, 8, 105
18, 8, 104
17, 8, 103
17, 8, 103
17, 8, 102
16, 8, 101
16, 9, 100
16, 9, 99
15, 9, 98
15, 9, 97
15, 9, 96
15, 9, 95
15, 10, 95
14, 10, 94
14, 10, 93
14, 10, 92
14, 11, 91
14, 11, 90
14, 11, 90
14, 11, 89
13, 12, 88
13, 12, 87
13, 12, 87
13, 12, 86
13, 13, 85
13, 13, 84
13, 13, 84
13, 14, 83
13, 14, 82
13, 14, 82
13, 15, 81
13, 15, 80
13, 15, 80
13, 16, 79
14, 16, 78
14, 16, 78
14, 17, 77
14, 17, 77
14, 18, 76
14, 18, 76
14, 19, 75
15, 19, 75
15, 19, 74
15, 20, 74
15, 20, 73
15, 21, 73
15, 21, 72
16, 22, 72
16, 23, 71
16, 23, 71
17, 24, 71
17, 24, 70
17, 25, 70
17, 25, 70
18, 26, 70
18, 27, 69
18, 27, 69
19, 28, 69
19, 29, 69
19, 29, 68
20, 30, 68
20, 31, 68
21, 32, 68
21, 32, 68
22, 33, 68
22, 34, 68
22, 35, 68
23, 36, 68
23, 37, 68
24, 37, 68
24, 38, 69
25, 39, 69
26, 40, 69
26, 41, 69
27, 42, 70
27, 43, 70
28, 44, 71
29, 45, 71
29, 46, 72
30, 47, 72
30, 48, 73
31, 49, 74
32, 50, 74
33, 51, 75
33, 52, 76
34, 53, 77
35, 54, 78
35, 54, 79
36, 55, 80
37, 56, 81
38, 57, 82
38, 58, 84
39, 59, 85
40, 60, 86
41, 60, 88
42, 61, 89
42, 62, 91
43, 62, 93
44, 63, 94
45, 63, 96
45, 64, 98
46, 64, 100
47, 65, 102
47, 65, 104
48, 65, 106
49, 65, 108
49, 65, 110
50, 65, 112
51, 64, 114
51, 64, 116
52, 64, 118
52, 63, 120
52, 62, 122
53, 61, 124
53, 61, 126
53, 60, 128
54, 59, 129
54, 57, 131
54, 56, 133
54, 55, 135
54, 53, 136
54, 52, 138
54, 50, 139
54, 48, 140
54, 47, 141
53, 45, 142
53, 43, 143
53, 41, 144
52, 40, 145
52, 38, 145
51, 36, 146
51, 34, 146
50, 32, 146
49, 30, 146
49, 28, 146
48, 27, 146
47, 25, 146
46, 23, 145
45, 22, 145
44, 20, 144
43, 19, 144
42, 17, 143
41, 16, 142
40, 14, 142
39, 13, 141
38, 12, 140
37, 11, 139
36, 10, 138
35, 9, 137
34, 8, 136
33, 7, 134
32, 6, 133
31, 5, 132
30, 5, 131
29, 4, 130
28, 4, 128
27, 3, 127
26, 3, 126
25, 2, 125
24, 2, 124
24, 2, 122
23, 1, 121
22, 1, 120
21, 1, 119
20, 1, 117
20, 1, 116
19, 1, 115
18, 1, 114
17, 1, 113
17, 1, 112
16, 0, 110
15, 1, 109
15, 1, 108
14, 1, 107
14, 1, 106
13, 1, 105
13, 1, 104
12, 1, 103
12, 1, 102
11, 1, 101
11, 1, 100
11, 1, 98
10, 2, 97
10, 2, 96
10, 2, 95
9, 2, 95
9, 2, 94
9, 2, 93
9, 2, 92
8, 3, 91
8, 3, 90
8, 3, 89
8, 3, 88
7, 3, 87
7, 3, 86
7, 4, 85
7, 4, 84
7, 4, 84
7, 4, 83
7, 4, 82
7, 5, 81
7, 5, 80
6, 5, 79
6, 5, 79
6, 5, 78
6, 6, 77
6, 6, 76
6, 6, 76
6, 6, 75
6, 6, 74
6, 7, 73
6, 7, 73
6, 7, 72
6, 7, 71
6, 7, 71
6, 8, 70
6, 8, 69
6, 8, 68
7, 8, 68
7, 9, 67
7, 9, 67
7, 9, 66
7, 10, 65
7, 10, 65
7, 10, 64
7, 11, 63
7, 11, 63
8, 11, 62
8, 12, 62
8, 12, 61
8, 12, 61
8, 13, 60
8, 13, 60
8, 13, 59
9, 14, 59
9, 14, 58
9, 15, 58
9, 15, 57
10, 16, 57
10, 16, 56
10, 16, 56
10, 17, 55
11, 18, 55
11, 18, 55
11, 19, 54
11, 19, 54
12, 20, 54
12, 20, 53
12, 21, 53
13, 22, 53
13, 22, 52
13, 23, 52
14, 24, 52
14, 24, 52
15, 25, 52
15, 26, 51
15, 27, 51
16, 28, 51
16, 28, 51
17, 29, 51
17, 30, 51
18, 31, 51
18, 32, 51
19, 33, 51
19, 34, 51
20, 35, 51
21, 36, 51
21, 37, 52
22, 38, 52
22, 40, 52
23, 41, 53
24, 42, 53
25, 43, 53
25, 44, 54
26, 46, 54
27, 47, 55
28, 48, 56
28, 50, 57
29, 51, 57
30, 52, 58
31, 54, 59
32, 55, 60
33, 57, 61
34, 58, 63
35, 59, 64
36, 61, 65
37, 62, 67
38, 64, 68
39, 65, 70
40, 66, 72
41, 68, 74
42, 69, 76
43, 70, 78
44, 71, 80
45, 72, 82
46, 73, 84
47, 74, 87
48, 75, 89
49, 76, 92
50, 76, 95
51, 77, 98
52, 77, 100
53, 78, 103
54, 78, 106
55, 78, 110
56, 78, 113
57, 77, 116
58, 77, 119
58, 76, 122
59, 75, 125
60, 74, 128
60, 73, 131
61, 71, 134
61, 70, 137
61, 68, 140
62, 66, 142
62, 64, 145
62, 61, 147
62, 59, 150
62, 56, 152
62, 54, 154
61, 51, 155
61, 48, 157
60, 45, 158
60, 42, 159
59, 39, 160
58, 36, 161
57, 33, 161
56, 30, 161
55, 28, 161
54, 25, 161
53, 22, 161
52, 19, 160
51, 17, 160
49, 14, 159
48, 12, 158
47, 10, 157
45, 7, 156
44, 5, 154
42, 4, 153
41, 2, 152
39, 0, 150
38, -1, 149
36, -3, 147
35, -4, 145
33, -5, 144
32, -6, 142
30, -7, 140
29, -8, 139
27, -9, 137
26, -9, 135
24, -10, 134
23, -10, 132
22, -11, 131
21, -11, 129
19, -11, 127
18, -12, 126
17, -12, 124
16, -12, 123
15, -12, 121
14, -12, 120
13, -12, 118
12, -12, 117
11, -12, 116
10, -12, 114
9, -12, 113
8, -12, 112
7, -12, 111
7, -12, 109
6, -12, 108
5, -12, 107
4, -12, 106
4, -12, 104
3, -12, 103
3, -12, 102
2, -12, 101
1, -12, 100
1, -12, 99
0, -12, 98
0, -12, 97
0, -12, 96
-1, -12, 95
-1, -11, 94
-2, -11, 93
-2, -11, 92
-2, -11, 91
-3, -11, 90
-3, -11, 89
-3, -11, 88
-4, -11, 87
-4, -11, 86
-4, -12, 86
-5, -12, 85
-5, -12, 84
-5, -12, 83
-5, -12, 82
-6, -12, 81
-6, -12, 81
-6, -12, 80
-6, -12, 79
-7, -12, 78
-7, -13, 78
-7, -13, 77
-7, -13, 76
-8, -13, 75
-8, -13, 75
-8, -13, 74
-8, -14, 73
-8, -14, 73
-9, -14, 72
-9, -14, 71
-9, -15, 71
-9, -15, 70
-9, -15, 69
-10, -16, 69
-10, -16, 68
-10, -16, 68
-10, -17, 67
-11, -17, 67
-11, -17, 66
-11, -18, 66
-11, -18, 65
-12, -19, 65
-12, -19, 64
-12, -20, 64
-13, -20, 63
-13, -20, 63
-13, -21, 62
-13, -22, 62
-14, -22, 62
-14, -23, 61
-14, -23, 61
-15, -24, 60
-15, -24, 60
-15, -25, 60
-16, -26, 60
-16, -26, 59
-17, -27, 59
-17, -28, 59
-17, -29, 59
-18, -29, 59
-18, -30, 58
-19, -31, 58
-19, -32, 58
-20, -33, 58
-20, -33, 58
-21, -34, 58
-21, -35, 58
-22, -36, 58
-22, -37, 59
-23, -38, 59
-24, -39, 59
-24, -40, 59
-25, -41, 59
-25, -42, 60
-26, -43, 60
-27, -45, 61
-27, -46, 61
-28, -47, 62
-29, -48, 62
-30, -49, 63
-30, -50, 64
-31, -52, 64
-32, -53, 65
-33, -54, 66
-34, -55, 67
-35, -56, 68
-35, -58, 69
-36, -59, 71
-37, -60, 72
-38, -61, 73
-39, -62, 75
-40, -64, 76
-41, -65, 78
-42, -66, 80
-43, -67, 81
-44, -68, 83
-45, -69, 85
-45, -70, 87
-46, -70, 89
-47, -71, 92
-48, -72, 94
-49, -72, 96
-50, -73, 99
-51, -73, 101
-52, -73, 104
-53, -73, 106
-53, -73, 109
-54, -73, 111
-55, -73, 114
-56, -72, 117
-56, -72, 119
-57, -71, 122
-58, -70, 125
-58, -69, 127
-58, -68, 130
-59, -67, 132
-59, -65, 135
-59, -64, 137
-60, -62, 139
-60, -60, 141
-60, -58, 143
-60, -56, 145
-60, -54, 147
-59, -52, 148
-59, -50, 150
-59, -47, 151
-58, -45, 152
-58, -42, 153
-57, -40, 154
-56, -37, 154
-56, -35, 155
-55, -32, 155
-54, -30, 155
-53, -28, 155
-52, -25, 155
-51, -23, 154
-50, -21, 154
-49, -19, 153
-48, -17, 152
-46, -15, 152
-45, -13, 151
-44, -11, 150
-43, -9, 148
-41, -8, 147
-40, -6, 146
-39, -5, 145
-37, -4, 143
-36, -3, 142
-35, -2, 141
-33, -1, 139
-32, 0, 138
-31, 1, 136
-30, 2, 135
-28, 2, 133
-27, 3, 132
-26, 4, 130
-25, 4, 129
-24, 4, 127
-23, 5, 126
-22, 5, 125
-21, 5, 123
-20, 6, 122
-19, 6, 120
-18, 6, 119
-17, 6, 118
-16, 6, 116
-15, 6, 115
-14, 6, 114
-13, 6, 112
-13, 6, 111
-12, 6, 110
-11, 6, 109
-10, 6, 108
-10, 6, 106
-9, 6, 105
-9, 6, 104
-8, 6, 103
-8, 6, 102
-7, 5, 101
-7, 5, 100
-6, 5, 98
-6, 5, 97
-5, 5, 96
-5, 5, 95
-4, 5, 94
-4, 5, 93
-4, 5, 92
-3, 5, 91
-3, 5, 90
-3, 4, 89
-2, 4, 88
-2, 4, 87
-2, 4, 87
-2, 4, 86
-1, 4, 85
-1, 4, 84
-1, 4, 83
-1, 4, 82
-1, 4, 81
0, 4, 80
0, 4, 80
0, 4, 79
0, 4, 78
0, 4, 77
0, 4, 76
0, 4, 75
1, 4, 75
1, 4, 74
1, 4, 73
1, 4, 72
1, 4, 72
1, 4, 71
1, 4, 70
1, 4, 69
2, 4, 69
2, 4, 68
2, 5, 67
2, 5, 67
2, 5, 66
2, 5, 65
2, 5, 65
2, 5, 64
2, 5, 63
3, 5, 63
3, 5, 62
3, 5, 61
3, 6, 61
3, 6, 60
3, 6, 59
3, 6, 59
3, 6, 58
3, 6, 58
4, 7, 57
4, 7, 57
4, 7, 56
4, 7, 55
4, 7, 55
4, 8, 54
4, 8, 54
4, 8, 53
5, 8, 53
5, 9, 52
5, 9, 52
5, 9, 51
5, 9, 51
5, 10, 50
5, 10, 50
6, 10, 49
6, 11, 49
6, 11, 48
6, 11, 48
6, 12, 48
7, 12, 47
7, 12, 47
7, 13, 46
7, 13, 46
8, 14, 46
8, 14, 45
8, 15, 45
8, 15, 44
9, 16, 44
9, 16, 44
9, 17, 44
9, 17, 43
10, 18, 43
10, 19, 43
10, 19, 42
11, 20, 42
