X,Y,Z
-26, -47, 46
-27, -49, 47
-28, -50, 48
-29, -52, 49
-30, -53, 50
-30, -55, 51
-31, -56, 52
-32, -58, 53
-33, -59, 54
-34, -61, 55
-35, -63, 57
-36, -64, 58
-38, -66, 60
-39, -68, 62
-40, -69, 63
-41, -71, 65
-42, -72, 67
-43, -74, 70
-44, -75, 72
-46, -77, 74
-47, -78, 77
-48, -79, 80
-49, -80, 83
-51, -81, 86
-52, -82, 89
-53, -83, 92
-54, -84, 95
-55, -84, 98
-56, -85, 102
-58, -85, 105
-59, -85, 109
-60, -85, 113
-61, -84, 116
-62, -84, 120
-62, -83, 124
-63, -82, 128
-64, -81, 131
-65, -79, 135
-65, -77, 138
-66, -75, 142
-66, -73, 145
-66, -71, 148
-66, -68, 151
-67, -65, 154
-67, -62, 156
-66, -59, 159
-66, -56, 161
-66, -53, 163
-65, -49, 164
-65, -46, 166
-64, -42, 167
-63, -38, 168
-62, -35, 168
-61, -31, 168
-60, -28, 169
-58, -24, 168
-57, -21, 168
-56, -18, 167
-54, -15, 166
-53, -12, 166
-51, -9, 164
-49, -6, 163
-48, -4, 162
-46, -2, 160
-44, 1, 158
-43, 3, 157
-41, 4, 155
-39, 6, 153
-37, 8, 151
-36, 9, 149
-34, 10, 148
-32, 11, 146
-30, 12, 144
-29, 13, 142
-27, 14, 140
-25, 15, 138
-24, 15, 136
-22, 16, 135
-21, 16, 133
-19, 17, 131
-18, 17, 129
-17, 17, 128
-15, 17, 126
-14, 18, 125
-13, 18, 123
-12, 18, 122
-10, 18, 120
-9, 18, 119
-8, 18, 117
-7, 18, 116
-6, 18, 115
-5, 18, 113
-4, 18, 112
-4, 18, 111
-3, 17, 110
-2, 17, 108
-1, 17, 107
0, 17, 106
0, 17, 105
1, 17, 104
2, 17, 103
2, 17, 102
3, 17, 101
3, 17, 100
4, 17, 99
4, 17, 98
5, 17, 97
5, 17, 96
6, 17, 95
6, 17, 94
7, 17, 93
7, 17, 92
7, 17, 92
8, 17, 91
8, 17, 90
8, 17, 89
9, 18, 88
9, 18, 88
10, 18, 87
10, 18, 86
10, 18, 85
10, 18, 85
11, 19, 84
11, 19, 83
11, 19, 83
12, 19, 82
12, 20, 81
12, 20, 81
13, 20, 80
13, 21, 80
13, 21, 79
13, 21, 79
14, 22, 78
14, 22, 77
14, 22, 77
15, 23, 77
15, 23, 76
15, 24, 76
16, 24, 75
16, 25, 75
16, 25, 74
17, 26, 74
17, 26, 74
17, 27, 73
18, 27, 73
18, 28, 73
18, 28, 73
19, 29, 72
19, 30, 72
20, 30, 72
20, 31, 72
20, 32, 72
21, 32, 72
21, 33, 72
22, 34, 72
22, 34, 71
23, 35, 72
23, 36, 72
24, 37, 72
24, 38, 72
25, 38, 72
25, 39, 72
26, 40, 72
26, 41, 73
27, 42, 73
28, 43, 73
28, 43, 74
29, 44, 74
29, 45, 75
30, 46, 75
31, 47, 76
31, 48, 77
32, 49, 77
33, 50, 78
33, 51, 79
34, 51, 80
35, 52, 81
35, 53, 81
36, 54, 83
37, 55, 84
37, 56, 85
38, 56, 86
39, 57, 87
39, 58, 88
40, 58, 90
41, 59, 91
42, 60, 93
42, 60, 94
43, 61, 96
44, 61, 97
44, 62, 99
45, 62, 101
46, 62, 102
46, 62, 104
47, 62, 106
48, 62, 108
48, 62, 110
49, 62, 111
49, 62, 113
50, 62, 115
50, 61, 117
51, 61, 119
51, 60, 121
51, 59, 122
52, 59, 124
52, 58, 126
52, 57, 127
52, 56, 129
52, 55, 131
53, 53, 132
53, 52, 134
53, 51, 135
53, 49, 136
52, 48, 137
52, 46, 138
52, 45, 139
52, 43, 140
51, 42, 141
51, 40, 142
51, 38, 142
50, 37, 143
50, 35, 143
49, 33, 143
48, 32, 143
48, 30, 143
47, 28, 143
46, 27, 143
45, 25, 143
45, 24, 142
44, 22, 142
43, 21, 142
42, 19, 141
41, 18, 140
40, 17, 140
39, 16, 139
39, 15, 138
38, 13, 137
37, 12, 136
36, 11, 135
35, 11, 134
34, 10, 133
33, 9, 132
32, 8, 131
31, 8, 130
30, 7, 129
29, 6, 128
28, 6, 127
27, 6, 126
27, 5, 124
26, 5, 123
25, 4, 122
24, 4, 121
23, 4, 120
23, 4, 119
22, 4, 117
21, 3, 116
20, 3, 115
20, 3, 114
19, 3, 113
18, 3, 112
18, 3, 111
17, 3, 110
17, 3, 109
16, 3, 107
16, 3, 106
15, 3, 105
15, 3, 104
14, 3, 103
14, 3, 102
13, 4, 101
13, 4, 100
13, 4, 99
12, 4, 98
12, 4, 97
12, 4, 96
11, 4, 95
11, 5, 94
11, 5, 94
11, 5, 93
10, 5, 92
10, 5, 91
10, 6, 90
10, 6, 89
10, 6, 88
10, 6, 87
9, 6, 86
9, 7, 86
9, 7, 85
9, 7, 84
9, 7, 83
9, 8, 82
9, 8, 82
9, 8, 81
9, 8, 80
9, 8, 79
9, 9, 79
9, 9, 78
9, 9, 77
9, 10, 76
9, 10, 76
9, 10, 75
9, 10, 74
9, 11, 74
9, 11, 73
9, 11, 72
9, 12, 72
9, 12, 71
9, 12, 70
10, 13, 70
10, 13, 69
10, 13, 69
10, 14, 68
10, 14, 67
10, 15, 67
10, 15, 66
11, 15, 66
11, 16, 65
11, 16, 65
11, 17, 64
11, 17, 64
12, 18, 63
12, 18, 63
12, 19, 62
12, 19, 62
13, 20, 62
13, 20, 61
13, 21, 61
14, 22, 60
14, 22, 60
14, 23, 60
14, 23, 60
15, 24, 59
15, 25, 59
16, 25, 59
16, 26, 59
16, 27, 58
17, 28, 58
17, 29, 58
18, 29, 58
18, 30, 58
19, 31, 58
19, 32, 58
20, 33, 58
20, 34, 58
21, 35, 58
21, 36, 58
22, 37, 58
22, 38, 58
23, 39, 59
24, 40, 59
24, 41, 59
25, 42, 60
25, 43, 60
26, 44, 61
27, 45, 61
28, 46, 62
28, 48, 62
29, 49, 63
30, 50, 64
31, 51, 65
31, 52, 65
32, 54, 66
33, 55, 67
34, 56, 69
35, 57, 70
36, 59, 71
37, 60, 72
38, 61, 74
38, 62, 75
39, 63, 77
40, 64, 79
41, 65, 80
42, 66, 82
43, 67, 84
44, 68, 86
45, 69, 88
46, 70, 90
47, 71, 93
48, 71, 95
49, 72, 97
50, 72, 100
51, 72, 102
51, 73, 105
52, 73, 107
53, 73, 110
54, 72, 113
54, 72, 115
55, 71, 118
56, 71, 121
56, 70, 123
57, 69, 126
57, 68, 129
58, 67, 131
58, 65, 134
58, 64, 136
59, 62, 138
59, 60, 140
59, 58, 143
59, 56, 144
59, 54, 146
59, 52, 148
58, 50, 149
58, 47, 151
58, 45, 152
57, 43, 153
57, 40, 154
56, 38, 154
55, 35, 155
54, 33, 155
54, 30, 155
53, 28, 155
52, 25, 155
51, 23, 155
50, 21, 154
48, 18, 154
47, 16, 153
46, 14, 152
45, 12, 151
44, 11, 150
42, 9, 149
41, 7, 148
40, 6, 147
38, 4, 146
37, 3, 144
36, 2, 143
34, 1, 141
33, 0, 140
32, -1, 139
30, -2, 137
29, -3, 136
28, -3, 134
27, -4, 133
25, -5, 131
24, -5, 130
23, -6, 128
22, -6, 127
21, -6, 125
20, -6, 124
19, -7, 122
18, -7, 121
17, -7, 120
16, -7, 118
15, -7, 117
14, -7, 116
13, -7, 114
13, -7, 113
12, -7, 112
11, -7, 111
10, -7, 109
10, -7, 108
9, -7, 107
8, -7, 106
8, -7, 105
7, -7, 103
7, -7, 102
6, -7, 101
6, -7, 100
5, -7, 99
5, -6, 98
4, -6, 97
4, -6, 96
3, -6, 95
3, -6, 94
3, -6, 93
2, -6, 92
2, -6, 91
2, -6, 90
1, -6, 89
1, -6, 88
1, -6, 87
1, -6, 86
0, -6, 85
0, -6, 84
0, -5, 83
0, -5, 83
-1, -5, 82
-1, -5, 81
-1, -5, 80
-1, -5, 79
-1, -5, 78
-1, -5, 77
-2, -5, 77
-2, -5, 76
-2, -5, 75
-2, -5, 74
-2, -5, 74
-2, -6, 73
-2, -6, 72
-3, -6, 71
-3, -6, 71
-3, -6, 70
-3, -6, 69
-3, -6, 68
-3, -6, 68
-3, -6, 67
-3, -6, 66
-3, -6, 66
-4, -6, 65
-4, -6, 64
-4, -7, 64
-4, -7, 63
-4, -7, 62
-4, -7, 62
-4, -7, 61
-4, -7, 60
-4, -7, 60
-5, -8, 59
-5, -8, 59
-5, -8, 58
-5, -8, 57
-5, -8, 57
-5, -9, 56
-5, -9, 56
-5, -9, 55
-6, -9, 55
-6, -10, 54
-6, -10, 54
-6, -10, 53
-6, -10, 53
-6, -11, 52
-7, -11, 52
-7, -11, 51
-7, -12, 51
-7, -12, 50
-7, -12, 50
-7, -13, 49
-8, -13, 49
-8, -13, 48
-8, -14, 48
-8, -14, 48
-9, -15, 47
-9, -15, 47
-9, -16, 46
-9, -16, 46
-10, -17, 46
-10, -17, 45
-10, -18, 45
-10, -18, 45
-11, -19, 44
-11, -19, 44
-11, -20, 44
-12, -21, 44
-12, -21, 43
-12, -22, 43
-13, -23, 43
-13, -23, 43
-14, -24, 43
-14, -25, 43
-14, -26, 42
-15, -27, 42
-15, -28, 42
-16, -28, 42
-16, -29, 42
-17, -30, 42
-17, -31, 42
-18, -32, 42
-18, -33, 42
-19, -34, 42
-20, -36, 43
-20, -37, 43
-21, -38, 43
-22, -39, 43
-22, -40, 44
-23, -42, 44
-24, -43, 45
-24, -44, 45
-25, -46, 46
-26, -47, 46
-27, -49, 47
-28, -50, 48
-29, -52, 48
-29, -53, 49
-30, -55, 50
-31, -56, 51
-32, -58, 52
-33, -59, 54
-34, -61, 55
-35, -63, 56
-36, -64, 58
-38, -66, 60
-39, -68, 61
-40, -69, 63
-41, -71, 65
-42, -72, 67
-43, -74, 69
-44, -75, 72
-46, -77, 74
-47, -78, 77
-48, -79, 79
-49, -80, 82
-51, -82, 85
-52, -83, 88
-53, -83, 91
-54, -84, 95
-55, -85, 98
-56, -85, 102
-58, -85, 105
-59, -85, 109
-60, -85, 112
-61, -85, 116
-62, -84, 120
-62, -83, 124
-63, -82, 127
-64, -81, 131
-65, -79, 135
-65, -78, 138
-66, -76, 142
-66, -73, 145
-66, -71, 148
-67, -68, 151
-67, -66, 154
-67, -63, 156
-66, -59, 159
-66, -56, 161
-66, -53, 163
-65, -49, 164
-65, -46, 166
-64, -42, 167
-63, -39, 168
-62, -35, 168
-61, -31, 169
-60, -28, 169
-59, -24, 169
-57, -21, 168
-56, -18, 168
-54, -15, 167
-53, -12, 166
-51, -9, 165
-50, -6, 163
-48, -4, 162
-46, -2, 160
-44, 1, 159
-43, 3, 157
-41, 5, 155
-39, 6, 153
-37, 8, 152
-36, 9, 150
-34, 10, 148
-32, 12, 146
-30, 13, 144
-29, 14, 142
-27, 14, 140
-25, 15, 138
-24, 16, 137
-22, 16, 135
-21, 17, 133
-19, 17, 131
-18, 17, 130
-17, 17, 128
-15, 18, 126
-14, 18, 125
-13, 18, 123
-12, 18, 122
-10, 18, 120
-9, 18, 119
-8, 18, 117
-7, 18, 116
-6, 18, 115
-5, 18, 113
-4, 18, 112
-4, 18, 111
-3, 18, 110
-2, 18, 108
-1, 17, 107
0, 17, 106
0, 17, 105
1, 17, 104
2, 17, 103
2, 17, 102
3, 17, 101
3, 17, 100
4, 17, 99
4, 17, 98
5, 17, 97
5, 17, 96
6, 17, 95
6, 17, 94
7, 17, 93
7, 17, 92
7, 17, 92
8, 17, 91
8, 17, 90
9, 18, 89
9, 18, 88
9, 18, 88
10, 18, 87
10, 18, 86
10, 18, 86
11, 19, 85
11, 19, 84
11, 19, 83
12, 19, 83
12, 20, 82
12, 20, 82
12, 20, 81
13, 20, 80
13, 21, 80
13, 21, 79
14, 21, 79
14, 22, 78
14, 22, 78
15, 23, 77
15, 23, 77
15, 23, 76
15, 24, 76
16, 24, 75
16, 25, 75
16, 25, 75
17, 26, 74
17, 26, 74
18, 27, 74
18, 27, 73
18, 28, 73
19, 29, 73
19, 29, 73
19, 30, 72
20, 30, 72
20, 31, 72
21, 32, 72
21, 32, 72
22, 33, 72
22, 34, 72
22, 35, 72
23, 35, 72
23, 36, 72
24, 37, 72
24, 38, 72
25, 39, 72
25, 39, 73
26, 40, 73
27, 41, 73
27, 42, 73
28, 43, 74
28, 44, 74
29, 45, 75
30, 45, 75
30, 46, 76
31, 47, 76
31, 48, 77
32, 49, 78
33, 50, 78
33, 51, 79
34, 52, 80
35, 52, 81
35, 53, 82
36, 54, 83
37, 55, 84
38, 56, 85
38, 56, 86
39, 57, 88
40, 58, 89
40, 58, 90
41, 59, 92
42, 60, 93
42, 60, 95
43, 61, 96
44, 61, 98
45, 61, 100
45, 62, 101
46, 62, 103
46, 62, 105
47, 62, 106
48, 62, 108
48, 62, 110
49, 62, 112
49, 62, 114
50, 61, 116
50, 61, 117
51, 60, 119
51, 60, 121
51, 59, 123
52, 58, 124
52, 57, 126
52, 56, 128
52, 55, 129
52, 54, 131
52, 53, 132
52, 52, 134
52, 50, 135
52, 49, 136
52, 47, 137
52, 46, 138
52, 44, 139
51, 43, 140
51, 41, 141
51, 39, 141
50, 38, 142
50, 36, 142
49, 34, 143
49, 33, 143
48, 31, 143
47, 30, 143
47, 28, 143
46, 26, 143
45, 25, 142
44, 23, 142
44, 22, 142
43, 21, 141
42, 19, 141
41, 18, 140
40, 17, 139
39, 16, 138
